year,conference,paper,author,institute
2023,PLDI Programming Languages,Covering All the Bases: Type-Based Verification of Test Input Generators,Suresh Jagannathan,Purdue University
2023,PODS Databases,Extremal Fitting Problems for Conjunctive Queries,Balder Ten Cate,University of Amsterdam
2023,PODS Databases,Extremal Fitting Problems for Conjunctive Queries,Victor Dalmau,Pompeu Fabra University
2023,PODS Databases,Extremal Fitting Problems for Conjunctive Queries,Maurice Funk,Leipzig University
2023,PODS Databases,Extremal Fitting Problems for Conjunctive Queries,Carsten Lutz,Leipzig University
2023,S&P Security and Privacy,MEGA: Malleable Encryption Goes Awry,Matilda Backendal,ETH Zurich
2023,S&P Security and Privacy,MEGA: Malleable Encryption Goes Awry,Miro Haller,ETH Zurich
2023,S&P Security and Privacy,MEGA: Malleable Encryption Goes Awry,Kenneth Paterson,ETH Zurich
2023,S&P Security and Privacy,Practically-exploitable Cryptographic Vulnerabilities in Matrix,Martin Albrecht,Royal Holloway University of London
2023,S&P Security and Privacy,Practically-exploitable Cryptographic Vulnerabilities in Matrix,SofÃ­a Celi,Brave Software
2023,S&P Security and Privacy,Practically-exploitable Cryptographic Vulnerabilities in Matrix,Benjamin Dowling,University of Sheffield
2023,S&P Security and Privacy,Practically-exploitable Cryptographic Vulnerabilities in Matrix,Daniel Jones,Royal Holloway University of London
2023,S&P Security and Privacy,Weak Fiat-Shamir Attacks on Modern Proof Systems,Quang Dao,Carnegie Mellon University
2023,S&P Security and Privacy,Weak Fiat-Shamir Attacks on Modern Proof Systems,Jim Miller,Trail of Bits
2023,S&P Security and Privacy,Weak Fiat-Shamir Attacks on Modern Proof Systems,Opal Wright,Trail of Bits
2023,S&P Security and Privacy,Weak Fiat-Shamir Attacks on Modern Proof Systems,Paul Grubbs,University of Michigan
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Basavesh Ammanaghatta Shivakumar,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Gilles Barthe,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Benjamin GrÃ©goire,Inria UniversitÃ© CÃ´te d'Azur
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Vincent Laporte,Inria Nancy
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Tiago Oliviera,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Swarn Priya,Inria UniversitÃ© CÃ´te d'Azur
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Peter Schwabe,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,Typing High-Speed Cryptography against Spectre v1,Lucas Tabary-Maujean,ENS Paris-Saclay
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Endres Puschner,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Thorben Moos,UniversitÃ© catholique de Louvain
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Christian Kison,Bundeskriminalamt
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Steffen Becker,Ruhr University Bochum
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Amir Moradi,Ruhr University Bochum
2023,S&P Security and Privacy,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations,Christof Paar,Max Planck Institute for Security and Privacy
2023,S&P Security and Privacy,"It's (DOM) Clobbering Time: Attack Techniques, Prevalence, and Defenses",Soheil Khodayari,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,"It's (DOM) Clobbering Time: Attack Techniques, Prevalence, and Defenses",Giancarlo Pellegrino,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,The Leaky Web: Automated Discovery of Cross-Site Information Leaks in Browsers and the Web,Jannis Rautenstrauch,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,The Leaky Web: Automated Discovery of Cross-Site Information Leaks in Browsers and the Web,Giancarlo Pellegrino,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,The Leaky Web: Automated Discovery of Cross-Site Information Leaks in Browsers and the Web,Ben Stock,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Evan Johnson,University of California
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Evan Laufer,Stanford University
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Zijie Zhao,University of Illinois Urbana Champaign
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Shravan Narayan,University of California
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Stefan Savage,University of California
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Deian Stefan,University of California
2023,S&P Security and Privacy,WaVe: a verifiably secure WebAssembly sandboxing runtime,Fraser Brown,Carnegie Mellon University
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Phoebe Moh,University of Maryland
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Pubali Datta,University of Illinois Urbana Champaign
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Noel Warford,University of Maryland
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Adam Bates,University of Illinois Urbana Champaign
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Nathan Malkin,University of Maryland
2023,S&P Security and Privacy,Characterizing Everyday Misuse of Smart Home Devices,Michelle Mazurek,University of Maryland
2023,S&P Security and Privacy,Not Yet Another Digital ID: Privacy-preserving Humanitarian Aid Distribution,Boya Wang,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,S&P Security and Privacy,Not Yet Another Digital ID: Privacy-preserving Humanitarian Aid Distribution,Wouter Lueks,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,Not Yet Another Digital ID: Privacy-preserving Humanitarian Aid Distribution,Justinas Sukaitis,International Committee of the Red Cross
2023,S&P Security and Privacy,Not Yet Another Digital ID: Privacy-preserving Humanitarian Aid Distribution,Vincent Graf Narbel,International Committee of the Red Cross
2023,S&P Security and Privacy,Not Yet Another Digital ID: Privacy-preserving Humanitarian Aid Distribution,Carmela Troncoso,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,S&P Security and Privacy,"""In Eighty Percent of the Cases, I Select the Password for Them"": Security and Privacy Challenges, Advice, and Opportunities at Cybercafes in Kenya",Collins W. Munyendo,George Washington University
2023,S&P Security and Privacy,"""In Eighty Percent of the Cases, I Select the Password for Them"": Security and Privacy Challenges, Advice, and Opportunities at Cybercafes in Kenya",Yasemin Acar,George Washington University
2023,S&P Security and Privacy,"""In Eighty Percent of the Cases, I Select the Password for Them"": Security and Privacy Challenges, Advice, and Opportunities at Cybercafes in Kenya",Adam J. Aviv,George Washington University
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Johannes Willbold,Ruhr University Bochum
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Moritz Schloegel,Ruhr University Bochum
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Manuel VÃ¶gele,Ruhr University Bochum
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Maximilian Gerhardt,Ruhr University Bochum
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Thorsten Holz,CISPA Helmholtz Center for Information Security
2023,S&P Security and Privacy,Space Odyssey: An Experimental Software Security Analysis of Satellites,Ali Abbasi,CISPA Helmholtz Center for Information Security
2023,SIGCOMM Networking,"Memory Management in ActiveRMT: Towards Runtime-programmable Switches,",Rajdeep Das,University of California
2023,SIGCOMM Networking,"Memory Management in ActiveRMT: Towards Runtime-programmable Switches,",Alex C. Snoeren,University of California
2023,SIGGRAPH Graphics,Split-Lohmann Multifocal Displays,Yingsi Qin,Carnegie Mellon University
2023,SIGGRAPH Graphics,Split-Lohmann Multifocal Displays,Wei-Yu Chen,Carnegie Mellon University
2023,SIGGRAPH Graphics,Split-Lohmann Multifocal Displays,Matthew O'Toole,Carnegie Mellon University
2023,SIGGRAPH Graphics,Split-Lohmann Multifocal Displays,Aswin C. Sankaranarayanan,Carnegie Mellon University
2023,SIGGRAPH Graphics,Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,Juan Sebastian Montes Maestre,ETH Zurich
2023,SIGGRAPH Graphics,Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,Yinwei Du,ETH Zurich
2023,SIGGRAPH Graphics,Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,Ronan Hinchet,ETH Zurich
2023,SIGGRAPH Graphics,Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,Stelian Coros,ETH Zurich
2023,SIGGRAPH Graphics,Differentiable Stripe Patterns for Inverse Design of Structured Surfaces,Bernhard Thomaszewski,ETH Zurich
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Rui Xu,Shandong University
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Zhiyang Dou,University of Hong Kong
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Ningna Wang,University of Texas at Dallas
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Shiqing Xin,Shandong University
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Shuangmin Chen,Qingdao University of Science and Technology
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Mingyan Jiang,Shandong University
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Xiaohu Guo,University of Texas at Dallas
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Wenping Wang,Texas A&amp;M University
2023,SIGGRAPH Graphics,Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-number Field,Changhe Tu,Shandong University
2023,SIGGRAPH Graphics,3D Gaussian Splatting for Real-time Radiance Field Rendering,Bernhard Kerbl,Inria UniversitÃ© CÃ´te d'Azur
2023,SIGGRAPH Graphics,3D Gaussian Splatting for Real-time Radiance Field Rendering,Georgios Kopanas,Inria UniversitÃ© CÃ´te d'Azur
2023,SIGGRAPH Graphics,3D Gaussian Splatting for Real-time Radiance Field Rendering,Thomas Leimkuehler,Max Planck Institute for Informatics
2023,SIGGRAPH Graphics,3D Gaussian Splatting for Real-time Radiance Field Rendering,George Drettakis,Inria UniversitÃ© CÃ´te d'Azur
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Ruben Grandia,Disney Research
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Farbod Farshidian,ETH Zurich
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Espen Knoop,Disney Research
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Christian Schumacher,Disney Research
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Marco Hutter,ETH Zurich
2023,SIGGRAPH Graphics,DOC: Differentiable Optimal Control for Retargeting Motions Onto Legged Robots,Moritz BÃ¤cher,Disney Research
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Maik FrÃ¶be,Friedrich-Schiller-UniversitÃ¤t Jena
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Jan Heinrich Reimer,Friedrich-Schiller-UniversitÃ¤t Jena
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Sean MacAvaney,University of Glasgow
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Niklas Deckers,Leipzig University
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Simon Reich,Leipzig University
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Janek Bevendorff,Bauhaus University
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Benno Stein,Bauhaus University
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Matthias Hagen,Friedrich-Schiller-UniversitÃ¤t Jena
2023,SIGIR Information Retrieval,The Information Retrieval Experiment Platform,Martin Potthast,Leipzig University
2023,SIGMETRICS Performance,Mean-field Analysis for Load Balancing on Spatial Graphs,Daan Rutten,Georgia Institute of Technology
2023,SIGMETRICS Performance,Mean-field Analysis for Load Balancing on Spatial Graphs,Debankur Mukherjee,Georgia Institute of Technology
2023,SIGMOD Databases,Detecting Logic Bugs of Join Optimizations in DBMS,Xiu Tang,Zhejiang University
2023,SIGMOD Databases,Detecting Logic Bugs of Join Optimizations in DBMS,Sai Wu,Zhejiang Univ
2023,SIGMOD Databases,Detecting Logic Bugs of Join Optimizations in DBMS,Dongxiang Zhang,Zhejiang University
2023,SIGMOD Databases,Detecting Logic Bugs of Join Optimizations in DBMS,Feifei Li,Alibaba Group
2023,SIGMOD Databases,Detecting Logic Bugs of Join Optimizations in DBMS,Gang Chen,Zhejiang University
2023,SIGMOD Databases,Predicate Pushdown for Data Science Pipelines,Cong Yan,Microsoft research
2023,SIGMOD Databases,Predicate Pushdown for Data Science Pipelines,Yin Lin,University of Michigan
2023,SIGMOD Databases,Predicate Pushdown for Data Science Pipelines,Yeye He,Microsoft
2023,SODA Theory,Dynamic Matching with Better-than-2 Approximation in Polylogarithmic Update Time,Sayan Bhattacharya,University of Warwick
2023,SODA Theory,Dynamic Matching with Better-than-2 Approximation in Polylogarithmic Update Time,Peter Kiss,University of Warwick
2023,SODA Theory,Dynamic Matching with Better-than-2 Approximation in Polylogarithmic Update Time,Thatchaphol Saranurak,University of Michigan
2023,SODA Theory,Dynamic Matching with Better-than-2 Approximation in Polylogarithmic Update Time,David Wajc,Stanford University
2023,SODA Theory,Dynamic Algorithms for Maximum Matching Size,Soheil Behnezhad,Stanford University
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Diyu Zhou,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Vojtech Aschenbrenner,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Tao Lyu,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Jian Zhang,Rutgers University
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Sudarsun Kannan,Rutgers University
2023,SOSP Operating Systems,Enabling High-Performance and Secure Userspace NVM File Systems with the Trio Architecture,Sanidhya Kashyap,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne
2023,SOSP Operating Systems,TreeSLS: A Whole-system Persistent Microkernel with Tree-structured State Checkpoint on NVM,Fangnuo Wu,Shanghai Jiao Tong University
2023,SOSP Operating Systems,TreeSLS: A Whole-system Persistent Microkernel with Tree-structured State Checkpoint on NVM,Mingkai Dong,Shanghai Jiao Tong University
2023,SOSP Operating Systems,TreeSLS: A Whole-system Persistent Microkernel with Tree-structured State Checkpoint on NVM,Gequan Mo,Shanghai Jiao Tong University
2023,SOSP Operating Systems,TreeSLS: A Whole-system Persistent Microkernel with Tree-structured State Checkpoint on NVM,Haibo Chen,Shanghai Jiao Tong University
2023,SOSP Operating Systems,Validating JIT Compilers via Compilation Space Exploration,Cong Li,Nanjing University
2023,SOSP Operating Systems,Validating JIT Compilers via Compilation Space Exploration,Yanyan Jiang,Nanjing University
2023,SOSP Operating Systems,Validating JIT Compilers via Compilation Space Exploration,Chang Xu,Nanjing University
2023,SOSP Operating Systems,Validating JIT Compilers via Compilation Space Exploration,Zhendong Su,ETH Zurich
2023,STOC Theory,Doubly Efficient Private Information Retrieval and Fully Homomorphic RAM Computation from Ring LWE,Wei Kai Lin,Northeastern University
2023,STOC Theory,Doubly Efficient Private Information Retrieval and Fully Homomorphic RAM Computation from Ring LWE,Ethan Mook,Northeastern University
2023,STOC Theory,Doubly Efficient Private Information Retrieval and Fully Homomorphic RAM Computation from Ring LWE,Daniel Wichs,Northeastern University
2023,STOC Theory,The Randomized k-Server Conjecture Is False!,SÃ©bastien Bubeck,Microsoft
2023,STOC Theory,The Randomized k-Server Conjecture Is False!,Christian Coester,University of Oxford
2023,STOC Theory,The Randomized k-Server Conjecture Is False!,Yuval Rabani,Hebrew University of Jerusalem
2023,UIST User Interface,GenAssist: Making Image Generation Accessible,Mina Huh,University of Texas at Austin
2023,UIST User Interface,GenAssist: Making Image Generation Accessible,Yi-Hao Peng,Carnegie Mellon University
2023,UIST User Interface,GenAssist: Making Image Generation Accessible,Amy Pavel,University of Texas at Austin
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Joon Sung Park,Stanford University
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Joey O'Brien,Stanford University
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Carrie J Cai,Google
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Meredith Ringel Morris,Google
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Percy Liang,Stanford University
2023,UIST User Interface,Generative Agents: Interactive Simulacra of Human Behavior,Michael Bernstein,Stanford University
2023,UIST User Interface,Going Incognito in the Metaverse: Achieving Theoretically Optimal Privacy-Usability Tradeoffs in VR,Vivek C Nair,University of California
2023,UIST User Interface,Going Incognito in the Metaverse: Achieving Theoretically Optimal Privacy-Usability Tradeoffs in VR,Gonzalo Munilla-Garrido,Technical University of Munich
2023,UIST User Interface,Going Incognito in the Metaverse: Achieving Theoretically Optimal Privacy-Usability Tradeoffs in VR,Dawn Song,University of California
2023,VLDB Databases,Auto-Tables: Synthesizing Multi-Step Transformations to Relationalize Tables without Using Examples,Peng Li,Georgia Institute of Technology
2023,VLDB Databases,Auto-Tables: Synthesizing Multi-Step Transformations to Relationalize Tables without Using Examples,Yeye He,Microsoft
2023,VLDB Databases,Auto-Tables: Synthesizing Multi-Step Transformations to Relationalize Tables without Using Examples,Cong Yan,Microsoft
2023,VLDB Databases,Auto-Tables: Synthesizing Multi-Step Transformations to Relationalize Tables without Using Examples,Yue Wang,Microsoft
2023,VLDB Databases,Auto-Tables: Synthesizing Multi-Step Transformations to Relationalize Tables without Using Examples,Surajit Chaudhuri,Microsoft
2023,VLDB Databases,DBSP: Automatic Incremental View Maintenance for Rich Query Languages,Mihai Budiu,VMware Inc.
2023,VLDB Databases,DBSP: Automatic Incremental View Maintenance for Rich Query Languages,Tej Chajed,VMware Inc.
2023,VLDB Databases,DBSP: Automatic Incremental View Maintenance for Rich Query Languages,Frank McSherry,Materialize
2023,VLDB Databases,DBSP: Automatic Incremental View Maintenance for Rich Query Languages,Leonid Ryzhyk,VMware Inc.
2023,VLDB Databases,DBSP: Automatic Incremental View Maintenance for Rich Query Languages,Val Tannen,University of Pennsylvania
2023,WWW World Wide Web,Simplistic Collection and Labeling Practices Limit the Utility of Benchmark Datasets for Twitter Bot Detection,Chris Hays,Massachusetts Institute of Technology
2023,WWW World Wide Web,Simplistic Collection and Labeling Practices Limit the Utility of Benchmark Datasets for Twitter Bot Detection,Zachary Schutzman,Massachusetts Institute of Technology
2023,WWW World Wide Web,Simplistic Collection and Labeling Practices Limit the Utility of Benchmark Datasets for Twitter Bot Detection,Manish Raghavan,Massachusetts Institute of Technology
2023,WWW World Wide Web,Simplistic Collection and Labeling Practices Limit the Utility of Benchmark Datasets for Twitter Bot Detection,Erin Walk,Massachusetts Institute of Technology
2023,WWW World Wide Web,Simplistic Collection and Labeling Practices Limit the Utility of Benchmark Datasets for Twitter Bot Detection,Philipp Zimmer,Massachusetts Institute of Technology
2022,AAAI Artificial Intelligence,Online certification of preference-based fairness for personalized recommender systems,Virginie Do,UniversitÃ© Paris Dauphine
2022,AAAI Artificial Intelligence,Online certification of preference-based fairness for personalized recommender systems,Sam Corbett-Davies,Meta
2022,AAAI Artificial Intelligence,Online certification of preference-based fairness for personalized recommender systems,Jamal Atif,UniversitÃ© Paris Dauphine
2022,AAAI Artificial Intelligence,Online certification of preference-based fairness for personalized recommender systems,Nicolas Usunier,Meta
2022,ACL Natural Language Processing,Learned Incremental Representations for Parsing,Nikita Kitaev,University of California
2022,ACL Natural Language Processing,Learned Incremental Representations for Parsing,Thomas Lu,University of California
2022,ACL Natural Language Processing,Learned Incremental Representations for Parsing,Dan Klein,University of California
2022,ACL Natural Language Processing,Requirements and Motivations of Low-Resource Speech Synthesis for Language Revitalization,Aidan Pine,National Research Council Canada
2022,ACL Natural Language Processing,Requirements and Motivations of Low-Resource Speech Synthesis for Language Revitalization,Dan Wells,University of Edinburgh
2022,ACL Natural Language Processing,Requirements and Motivations of Low-Resource Speech Synthesis for Language Revitalization,Nathan Brinklow,Queen's University
2022,ACL Natural Language Processing,Requirements and Motivations of Low-Resource Speech Synthesis for Language Revitalization,Patrick William Littell,National Research Council Canada
2022,ACL Natural Language Processing,Requirements and Motivations of Low-Resource Speech Synthesis for Language Revitalization,Korin Richmond,University of Edinburgh
2022,ACL Natural Language Processing,DiBiMT: A Novel Benchmark for Measuring Word Sense Disambiguation Biases in Machine Translation,NiccolÃ² Campolungo,Sapienza University of Rome
2022,ACL Natural Language Processing,DiBiMT: A Novel Benchmark for Measuring Word Sense Disambiguation Biases in Machine Translation,Federico Martelli,Sapienza University of Rome
2022,ACL Natural Language Processing,DiBiMT: A Novel Benchmark for Measuring Word Sense Disambiguation Biases in Machine Translation,Francesco Saina,SSML Carlo Bo
2022,ACL Natural Language Processing,DiBiMT: A Novel Benchmark for Measuring Word Sense Disambiguation Biases in Machine Translation,Roberto Navigli,Sapienza University of Rome
2022,ACL Natural Language Processing,KinyaBERT: a Morphology-aware Kinyarwanda Language Model,Antoine Nzeyimana,University of Massachusetts AmherstAndre Niyongabo Rubung
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Ching-Yi Tsai,National Taiwan University
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",I-Lun Tsai,National Taiwan University
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Chao-Jung Lai,National Taiwan University
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Derrek Chow,University of Waterloo
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Lauren Wei,University of Maryland
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Lung-Pan Cheng,National Taiwan University
2022,CHI Human-Computer Interaction,"AirRacket: Perceptual Design of Ungrounded, Directional Force Feedback to Improve Virtual Racket Sports Experiences",Mike Y. Chen,National Taiwan University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Emily Tseng,Cornell University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Mehrnaz Sabet,Cornell University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Rosanna Bellini,Cornell University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Harkiran Kaur Sodhi,Cornell University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Thomas Ristenpart,Cornell University
2022,CHI Human-Computer Interaction,Care Infrastructures for Digital Security in Intimate Partner Violence,Nicola Dell,Cornell University
2022,CHI Human-Computer Interaction,Causality-preserving Asynchronous Reality,Andreas Rene Fender,ETH Zurich
2022,CHI Human-Computer Interaction,Causality-preserving Asynchronous Reality,Christian Holz,ETH Zurich
2022,CHI Human-Computer Interaction,Designing for the Bittersweet: Improving Sensitive Experiences with Recommender Systems,Caitlin Lustig,University of Washington
2022,CHI Human-Computer Interaction,Designing for the Bittersweet: Improving Sensitive Experiences with Recommender Systems,Artie Konrad,Meta
2022,CHI Human-Computer Interaction,Designing for the Bittersweet: Improving Sensitive Experiences with Recommender Systems,Jed R. Brubaker,University of Colorado Boulder
2022,CHI Human-Computer Interaction,EmoBalloon - Conveying Emotional Arousal in Text Chats with Speech Balloons,Toshiki Aoki,University of Tokyo
2022,CHI Human-Computer Interaction,EmoBalloon - Conveying Emotional Arousal in Text Chats with Speech Balloons,Rintaro Chujo,University of Tokyo
2022,CHI Human-Computer Interaction,EmoBalloon - Conveying Emotional Arousal in Text Chats with Speech Balloons,Katsufumi Matsui,University of Tokyo
2022,CHI Human-Computer Interaction,EmoBalloon - Conveying Emotional Arousal in Text Chats with Speech Balloons,Saemi Choi,Samsung
2022,CHI Human-Computer Interaction,EmoBalloon - Conveying Emotional Arousal in Text Chats with Speech Balloons,Ari Hautasaari,University of Tokyo
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Liam Mason,University of Lincoln
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Kathrin Gerling,Katholieke Universiteit Leuven
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Patrick Dickinson,University of Lincoln
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Jussi Holopainen,University of Lincoln
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Lisa Jacobs,University of Lincoln
2022,CHI Human-Computer Interaction,Including the Experiences of Physically Disabled Players in Mainstream Guidelines for Movement-Based Games,Kieran Hicks,University of Lincoln
2022,CHI Human-Computer Interaction,"Interrupting Merit, Subverting Legibility: Navigating Caste In âCastelessâ Worlds of Computing",Palashi Vaghela,Cornell University
2022,CHI Human-Computer Interaction,"Interrupting Merit, Subverting Legibility: Navigating Caste In âCastelessâ Worlds of Computing",Steven Jackson,Cornell University
2022,CHI Human-Computer Interaction,"Interrupting Merit, Subverting Legibility: Navigating Caste In âCastelessâ Worlds of Computing",Phoebe Sengers,Cornell University
2022,CHI Human-Computer Interaction,Investigating Daily Practices of Self-care to Inform the Design of Supportive Health Technologies for Living and Ageing Well with HIV,Caroline Claisse,Newcastle University
2022,CHI Human-Computer Interaction,Investigating Daily Practices of Self-care to Inform the Design of Supportive Health Technologies for Living and Ageing Well with HIV,Bakita Kasadha,Terrence Higgins Trust
